FID,VIN,Address,Date,DateD,DateH,Lat,Long,t2,t2D,t2H,VIN1,Address1,Date1,Date1D,Date1H,Lat1,Long1,t21,t21D,t21H
934,BNYB114,"378 Roncesvalles Ave, Toronto, ON M6R 2M7",10/17/2017 0:00,17,0,43.65025,-79.45062,10/17/2017 6:54,17,6,BNYB114,"4 Glen Edyth Dr, Toronto, ON M4V 2V7",10/17/2017 7:45,17,7,43.67834,-79.40524,10/17/2017 18:43,17,18
935,BNYB114,"4 Glen Edyth Dr, Toronto, ON M4V 2V7",10/17/2017 7:45,17,7,43.67834,-79.40524,10/17/2017 18:43,17,18,BNYB114,"6 Louise Ave, York, ON M6C 1E4",10/17/2017 19:14,17,19,43.6844,-79.42175,10/17/2017 20:15,17,20
936,BNYB114,"6 Louise Ave, York, ON M6C 1E4",10/17/2017 19:14,17,19,43.6844,-79.42175,10/17/2017 20:15,17,20,BNYB114,"62 Kenwood Ave, York, ON M6C 2S2",10/17/2017 20:30,17,20,43.68461,-79.42288,10/17/2017 23:57,17,23
937,BNYB115,"23 St Columba Pl, Toronto, ON M4B",10/17/2017 0:00,17,0,43.70551,-79.31035,10/17/2017 9:36,17,9,BNYB115,"18 Benlamond Ave, Toronto, ON M4E 1Y9",10/17/2017 9:58,17,9,43.68084,-79.2993,10/17/2017 12:46,17,12
938,BNYB115,"18 Benlamond Ave, Toronto, ON M4E 1Y9",10/17/2017 9:58,17,9,43.68084,-79.2993,10/17/2017 12:46,17,12,BNYB115,"1 Benlamond Ave, Toronto, ON M4E 1Y8",10/17/2017 14:22,17,14,43.68077,-79.29931,10/17/2017 23:57,17,23
939,BNYB116,"220 Wychwood Ave, York, ON M6C 2T3",10/17/2017 0:00,17,0,43.68506,-79.42442,10/17/2017 8:10,17,8,BNYB116,"210-216 Wychwood Ave, York, ON M6C 2T3",10/17/2017 19:49,17,19,43.68448,-79.42417,10/17/2017 23:57,17,23
940,BNYB118,"Impark-22 Fort York(garage under sobeys, 5 spaces)",10/17/2017 0:00,17,0,43.64066,-79.39461,10/17/2017 9:53,17,9,BNYB118,"1950 St Clair Ave W, Toronto, ON M6N 1K1",10/17/2017 10:09,17,10,43.67212,-79.46846,10/17/2017 18:43,17,18
941,BNYB118,"1950 St Clair Ave W, Toronto, ON M6N 1K1",10/17/2017 10:09,17,10,43.67212,-79.46846,10/17/2017 18:43,17,18,BNYB118,"97 Hounslow Heath Rd, Toronto, ON M6N 1G7",10/17/2017 20:25,17,20,43.6739,-79.45992,10/17/2017 23:57,17,23
942,BNYB119,"628 McRoberts Ave, York, ON M6E 4R7",10/17/2017 0:00,17,0,43.69259,-79.4607,10/17/2017 8:40,17,8,BNYB119,"624 Dovercourt Rd, Toronto, ON M6H 2W6",10/17/2017 9:15,17,9,43.65836,-79.42829,10/17/2017 9:15,17,9
943,BNYB119,"624 Dovercourt Rd, Toronto, ON M6H 2W6",10/17/2017 9:15,17,9,43.65836,-79.42829,10/17/2017 9:15,17,9,BNYB119,"299-349 Melita Ave, Toronto, ON M6G",10/17/2017 9:36,17,9,43.67418,-79.42381,10/17/2017 17:03,17,17
944,BNYB119,"299-349 Melita Ave, Toronto, ON M6G",10/17/2017 9:36,17,9,43.67418,-79.42381,10/17/2017 17:03,17,17,BNYB119,"127 Braemar Ave, Toronto, ON M5P 2L3",10/17/2017 17:53,17,17,43.70374,-79.40934,10/17/2017 23:57,17,23
945,BNYB122,"72 Regal Rd, Toronto, ON M6H 2K1",10/17/2017 0:00,17,0,43.67452,-79.43899,10/17/2017 7:40,17,7,BNYB122,"146-158 Munro St, Toronto, ON M4M 2B9",10/17/2017 8:35,17,8,43.6627,-79.35333,10/17/2017 9:00,17,9
946,BNYB122,"146-158 Munro St, Toronto, ON M4M 2B9",10/17/2017 8:35,17,8,43.6627,-79.35333,10/17/2017 9:00,17,9,BNYB122,"254 Logan Ave, Toronto, ON M4M 2N4",10/17/2017 12:51,17,12,43.66095,-79.34273,10/17/2017 13:11,17,13
947,BNYB122,"254 Logan Ave, Toronto, ON M4M 2N4",10/17/2017 12:51,17,12,43.66095,-79.34273,10/17/2017 13:11,17,13,BNYB122,"226 Logan Ave, Toronto, ON M4M 2N3",10/17/2017 13:41,17,13,43.65964,-79.3422,10/17/2017 14:32,17,14
948,BNYB122,"226 Logan Ave, Toronto, ON M4M 2N3",10/17/2017 13:41,17,13,43.65964,-79.3422,10/17/2017 14:32,17,14,BNYB122,"28 Norwood Rd, Toronto, ON M4E 2S2",10/17/2017 15:17,17,15,43.68362,-79.30295,10/17/2017 23:57,17,23
949,BNYB152,"75 Dentonia Park Ave, East York, ON M4C 1X1",10/17/2017 0:00,17,0,43.69296,-79.29223,10/17/2017 8:05,17,8,BNYB152,"633 Wellington St W, Toronto, ON M5V",10/17/2017 9:25,17,9,43.64205,-79.405,10/17/2017 18:03,17,18
950,BNYB152,"633 Wellington St W, Toronto, ON M5V",10/17/2017 9:25,17,9,43.64205,-79.405,10/17/2017 18:03,17,18,BNYB152,"129 Apricot Ln, Toronto, ON M4E 1J6",10/17/2017 18:38,17,18,43.67176,-79.29436,10/17/2017 22:21,17,22
951,BNYB152,"129 Apricot Ln, Toronto, ON M4E 1J6",10/17/2017 18:38,17,18,43.67176,-79.29436,10/17/2017 22:21,17,22,BNYB152,"1695 Queen St E, Toronto, ON M4L",10/17/2017 22:31,17,22,43.66732,-79.31176,10/17/2017 23:57,17,23
952,BNYB154,"12 Palmerston Ave, Toronto, ON M6J 2H7",10/17/2017 0:00,17,0,43.64734,-79.40687,10/17/2017 6:54,17,6,BNYB154,"76 Beaty Ave, Toronto, ON M6K 3B4",10/17/2017 7:40,17,7,43.63888,-79.44089,10/17/2017 10:14,17,10
953,BNYB154,"76 Beaty Ave, Toronto, ON M6K 3B4",10/17/2017 7:40,17,7,43.63888,-79.44089,10/17/2017 10:14,17,10,BNYB154,"58 Sorauren Ave, Toronto, ON M6R 2C7",10/17/2017 14:22,17,14,43.64143,-79.44164,10/17/2017 21:06,17,21
954,BNYB154,"58 Sorauren Ave, Toronto, ON M6R 2C7",10/17/2017 14:22,17,14,43.64143,-79.44164,10/17/2017 21:06,17,21,BNYB154,"1604 Queen St W, Toronto, ON M6R 1A8",10/17/2017 21:11,17,21,43.63961,-79.44174,10/17/2017 23:57,17,23
955,BNYB155,Targetpark-539 King St W (1 Spot),10/17/2017 0:00,17,0,43.64446,-79.39813,10/17/2017 9:10,17,9,BNYB155,"56-90 Boston Ave, Toronto, ON M4M 2T9",10/17/2017 9:58,17,9,43.66369,-79.3398,10/17/2017 10:54,17,10
956,BNYB155,"56-90 Boston Ave, Toronto, ON M4M 2T9",10/17/2017 9:58,17,9,43.66369,-79.3398,10/17/2017 10:54,17,10,BNYB155,"42 Simpson Ave, Toronto, ON M4K 1A2",10/17/2017 11:09,17,11,43.6667,-79.35077,10/17/2017 11:45,17,11
957,BNYB155,"42 Simpson Ave, Toronto, ON M4K 1A2",10/17/2017 11:09,17,11,43.6667,-79.35077,10/17/2017 11:45,17,11,BNYB155,"13 Thorburn Ave, Toronto, ON M6K 1C4",10/17/2017 12:11,17,12,43.6354,-79.42679,10/17/2017 20:10,17,20
958,BNYB155,"13 Thorburn Ave, Toronto, ON M6K 1C4",10/17/2017 12:11,17,12,43.6354,-79.42679,10/17/2017 20:10,17,20,BNYB155,"48 Elm Grove Ave, Toronto, ON M6K 2J3",10/17/2017 20:35,17,20,43.64047,-79.43117,10/17/2017 22:06,17,22
959,BNYB155,"48 Elm Grove Ave, Toronto, ON M6K 2J3",10/17/2017 20:35,17,20,43.64047,-79.43117,10/17/2017 22:06,17,22,BNYB155,"1334 Queen St W, Toronto, ON M6K 1L4",10/17/2017 22:11,17,22,43.64165,-79.4316,10/17/2017 23:57,17,23
960,BNYB158,"1872 Queen St E, Toronto, ON M4L 1H2",10/17/2017 0:00,17,0,43.66867,-79.30663,10/17/2017 5:13,17,5,BNYB158,"46 Dynevor Rd, York, ON M6E 3X1",10/17/2017 5:38,17,5,43.69159,-79.44962,10/17/2017 23:57,17,23
961,BNYB159,"40 Ingham Ave, Toronto, ON M4K 1G6",10/17/2017 0:00,17,0,43.67196,-79.35207,10/17/2017 9:25,17,9,BNYB159,On street-18 Emily St(extra parking in garage),10/17/2017 9:58,17,9,43.64659,-79.38511,10/17/2017 15:37,17,15
962,BNYB159,On street-18 Emily St(extra parking in garage),10/17/2017 9:58,17,9,43.64659,-79.38511,10/17/2017 15:37,17,15,BNYB159,"270 Willow Ave, Toronto, ON M4E 3K7",10/17/2017 16:17,17,16,43.6782,-79.28854,10/17/2017 16:43,17,16
963,BNYB159,"270 Willow Ave, Toronto, ON M4E 3K7",10/17/2017 16:17,17,16,43.6782,-79.28854,10/17/2017 16:43,17,16,BNYB159,"242 Willow Ave, Toronto, ON M4E 3K7",10/17/2017 17:18,17,17,43.67751,-79.28823,10/17/2017 23:57,17,23
964,BNYB160,"1909 Danforth Ave, Toronto, ON M4C 1J4",10/17/2017 0:00,17,0,43.68486,-79.3164,10/17/2017 7:24,17,7,BNYB160,"78 W Lynn Ave, Toronto, ON M4C 3W2",10/17/2017 7:29,17,7,43.68362,-79.31572,10/17/2017 17:23,17,17
965,BNYB160,"78 W Lynn Ave, Toronto, ON M4C 3W2",10/17/2017 7:29,17,7,43.68362,-79.31572,10/17/2017 17:23,17,17,BNYB160,"1339-1341 Queen St E, Toronto, ON M4L 1C6",10/17/2017 18:23,17,18,43.66409,-79.32645,10/17/2017 19:39,17,19
966,BNYB160,"1339-1341 Queen St E, Toronto, ON M4L 1C6",10/17/2017 18:23,17,18,43.66409,-79.32645,10/17/2017 19:39,17,19,BNYB160,"1591 Queen St E, Toronto, ON M4L 1E5",10/17/2017 20:30,17,20,43.66611,-79.3174,10/17/2017 23:57,17,23
967,BNYB163,"78-80 Victoria Park Ave, Scarborough, ON M4E 3R9",10/17/2017 0:00,17,0,43.67726,-79.28148,10/17/2017 20:10,17,20,BNYB163,"15 Gormley Ave, Toronto, ON M4V 1Y9",10/17/2017 21:56,17,21,43.69461,-79.39727,10/17/2017 23:57,17,23
968,BNYB167,Green P-363 Adelaide St W(no double parking),10/17/2017 0:00,17,0,43.6466,-79.39477,10/17/2017 7:55,17,7,BNYB167,"50 Oriole Rd, Toronto, ON M4V 2E8",10/17/2017 8:30,17,8,43.68867,-79.4006,10/17/2017 12:21,17,12
969,BNYB167,"50 Oriole Rd, Toronto, ON M4V 2E8",10/17/2017 8:30,17,8,43.68867,-79.4006,10/17/2017 12:21,17,12,BNYB167,"184 Bellwoods Ave, Toronto, ON M6J 2P9",10/17/2017 12:46,17,12,43.65113,-79.4129,10/17/2017 15:07,17,15
970,BNYB167,"184 Bellwoods Ave, Toronto, ON M6J 2P9",10/17/2017 12:46,17,12,43.65113,-79.4129,10/17/2017 15:07,17,15,BNYB167,"563 Huron St, Toronto, ON M5R 2R6",10/17/2017 15:42,17,15,43.6717,-79.40326,10/17/2017 15:52,17,15
971,BNYB167,"563 Huron St, Toronto, ON M5R 2R6",10/17/2017 15:42,17,15,43.6717,-79.40326,10/17/2017 15:52,17,15,BNYB167,"23 Brant St, Toronto, ON M5V 2L5",10/17/2017 16:33,17,16,43.64644,-79.39667,10/17/2017 16:38,17,16
972,BNYB167,"23 Brant St, Toronto, ON M5V 2L5",10/17/2017 16:33,17,16,43.64644,-79.39667,10/17/2017 16:38,17,16,BNYB167,"Simonetta Lane, Toronto, ON M6J 2P1",10/17/2017 17:03,17,17,43.65445,-79.41359,10/17/2017 23:57,17,23
973,BNYB169,"1040 Queen St W, Toronto, ON M6J 1H7",10/17/2017 0:00,17,0,43.64392,-79.42034,10/17/2017 7:04,17,7,BNYB169,"14 Brookfield St, Toronto, ON M6J 3A9",10/17/2017 7:14,17,7,43.6445,-79.42024,10/17/2017 8:45,17,8
974,BNYB169,"14 Brookfield St, Toronto, ON M6J 3A9",10/17/2017 7:14,17,7,43.6445,-79.42024,10/17/2017 8:45,17,8,BNYB169,"1624 Queen St W, Toronto, ON M6R 1B2",10/17/2017 9:30,17,9,43.63965,-79.44281,10/17/2017 12:11,17,12
975,BNYB169,"1624 Queen St W, Toronto, ON M6R 1B2",10/17/2017 9:30,17,9,43.63965,-79.44281,10/17/2017 12:11,17,12,BNYB169,"758 Adelaide St W, Toronto, ON M6J 1B1",10/17/2017 12:31,17,12,43.64417,-79.40832,10/17/2017 17:13,17,17
976,BNYB169,"758 Adelaide St W, Toronto, ON M6J 1B1",10/17/2017 12:31,17,12,43.64417,-79.40832,10/17/2017 17:13,17,17,BNYB169,"18 Laidlaw St, Toronto, ON M6K 1X2",10/17/2017 17:53,17,17,43.64036,-79.42651,10/17/2017 17:53,17,17
977,BNYB169,"18 Laidlaw St, Toronto, ON M6K 1X2",10/17/2017 17:53,17,17,43.64036,-79.42651,10/17/2017 17:53,17,17,BNYB169,"43 Wolseley St, Toronto, ON M5T 1A3",10/17/2017 18:08,17,18,43.64841,-79.40213,10/17/2017 19:04,17,19
978,BNYB169,"43 Wolseley St, Toronto, ON M5T 1A3",10/17/2017 18:08,17,18,43.64841,-79.40213,10/17/2017 19:04,17,19,BNYB169,Targetpark-539 King St W (1 Spot),10/17/2017 20:40,17,20,43.64446,-79.39813,10/17/2017 20:40,17,20
979,BNYB169,Targetpark-539 King St W (1 Spot),10/17/2017 20:40,17,20,43.64446,-79.39813,10/17/2017 20:40,17,20,BNYB169,"629 Christie St, Toronto, ON M6G 3E6",10/17/2017 21:06,17,21,43.68068,-79.42521,10/17/2017 23:57,17,23
980,BNYB171,"39 Natalie Pl, Toronto, ON M4M 3P6",10/17/2017 0:00,17,0,43.66275,-79.34218,10/17/2017 5:23,17,5,BNYB171,"14-16 High Park Gardens, Toronto, ON M6R 1S9",10/17/2017 5:43,17,5,43.6491,-79.45616,10/17/2017 13:06,17,13
981,BNYB171,"14-16 High Park Gardens, Toronto, ON M6R 1S9",10/17/2017 5:43,17,5,43.6491,-79.45616,10/17/2017 13:06,17,13,BNYB171,"66 Oakmount Rd, Toronto, ON M6P 2M4",10/17/2017 13:26,17,13,43.65591,-79.46304,10/17/2017 14:02,17,14
982,BNYB171,"66 Oakmount Rd, Toronto, ON M6P 2M4",10/17/2017 13:26,17,13,43.65591,-79.46304,10/17/2017 14:02,17,14,BNYB171,"29 Oakmount Rd, Toronto, ON M6P 2M3",10/17/2017 14:17,17,14,43.65553,-79.46284,10/17/2017 18:59,17,18
983,BNYB171,"29 Oakmount Rd, Toronto, ON M6P 2M3",10/17/2017 14:17,17,14,43.65553,-79.46284,10/17/2017 18:59,17,18,BNYB171,"1830 Bloor St W, Old Toronto, ON M6P 0A2",10/17/2017 19:09,17,19,43.65418,-79.46302,10/17/2017 23:57,17,23
984,BNYB174,"1442-1444 Dundas St E, Toronto, ON M4M 1S8",10/17/2017 0:00,17,0,43.6663,-79.33362,10/17/2017 0:20,17,0,BNYB174,"4 Connaught Cir, York, ON M6C 2S7",10/17/2017 0:46,17,0,43.68876,-79.42533,10/17/2017 14:32,17,14
985,BNYB174,"4 Connaught Cir, York, ON M6C 2S7",10/17/2017 0:46,17,0,43.68876,-79.42533,10/17/2017 14:32,17,14,BNYB174,"214 Heath St W, Toronto, ON M4V 1V5",10/17/2017 14:42,17,14,43.68684,-79.4118,10/17/2017 16:02,17,16
986,BNYB174,"214 Heath St W, Toronto, ON M4V 1V5",10/17/2017 14:42,17,14,43.68684,-79.4118,10/17/2017 16:02,17,16,BNYB174,"453 Spadina Rd, Toronto, ON M5P 1N5",10/17/2017 17:18,17,17,43.68961,-79.41275,10/17/2017 18:59,17,18
987,BNYB174,"453 Spadina Rd, Toronto, ON M5P 1N5",10/17/2017 17:18,17,17,43.68961,-79.41275,10/17/2017 18:59,17,18,BNYB174,"2 Thelma Ave, Toronto, ON M4V 1X9",10/17/2017 19:39,17,19,43.68957,-79.41273,10/17/2017 23:57,17,23
988,BNYB178,Targetpark-539 King St W (1 Spot),10/17/2017 0:00,17,0,43.64446,-79.39813,10/17/2017 16:53,17,16,BNYB178,"62-64 Moutray St, Toronto, ON M6K 1W5",10/17/2017 17:23,17,17,43.65121,-79.43531,10/17/2017 23:32,17,23
989,BNYB178,"62-64 Moutray St, Toronto, ON M6K 1W5",10/17/2017 17:23,17,17,43.65121,-79.43531,10/17/2017 23:32,17,23,BNYB178,"1680-1688 Dundas St W, Toronto, ON M6K 1V3",10/17/2017 23:37,17,23,43.65011,-79.43811,10/17/2017 23:57,17,23
990,BNYB179,"238 Dewhurst Blvd N, East York, ON M4J 3K5",10/17/2017 0:00,17,0,43.6869,-79.34207,10/17/2017 0:10,17,0,BNYB179,"66 Rivercourt Blvd, East York, ON M4J 3A4",10/17/2017 0:35,17,0,43.69648,-79.34935,10/17/2017 7:09,17,7
991,BNYB179,"66 Rivercourt Blvd, East York, ON M4J 3A4",10/17/2017 0:35,17,0,43.69648,-79.34935,10/17/2017 7:09,17,7,BNYB179,"50-56 Hillside Dr, East York, ON M4K 2M2",10/17/2017 8:10,17,8,43.68795,-79.35698,10/17/2017 23:57,17,23
992,BNYB184,"94 Virginia Ave, East York, ON M4C 2S9",10/17/2017 0:00,17,0,43.69476,-79.32164,10/17/2017 10:24,17,10,BNYB184,"24-48 Arundel Ave, Toronto, ON M4K 1P3",10/17/2017 11:09,17,11,43.67806,-79.35087,10/17/2017 18:38,17,18
993,BNYB184,"24-48 Arundel Ave, Toronto, ON M4K 1P3",10/17/2017 11:09,17,11,43.67806,-79.35087,10/17/2017 18:38,17,18,BNYB184,"947 Logan Ave, Toronto, ON M4K 3E3",10/17/2017 19:24,17,19,43.67954,-79.34934,10/17/2017 20:15,17,20
994,BNYB184,"947 Logan Ave, Toronto, ON M4K 3E3",10/17/2017 19:24,17,19,43.67954,-79.34934,10/17/2017 20:15,17,20,BNYB184,"44 Carlaw Ave, Toronto, ON M4M 2R7",10/17/2017 20:45,17,20,43.65679,-79.33838,10/17/2017 22:52,17,22
995,BNYB184,"44 Carlaw Ave, Toronto, ON M4M 2R7",10/17/2017 20:45,17,20,43.65679,-79.33838,10/17/2017 22:52,17,22,BNYB184,"1267-1275 Queen St E, Toronto, ON M4L 1C2",10/17/2017 23:02,17,23,43.66351,-79.32896,10/17/2017 23:57,17,23
996,BNYB185,"1625-1661 Danforth Ave, Toronto, ON M4C 1H7",10/17/2017 0:00,17,0,43.68367,-79.32181,10/17/2017 7:14,17,7,BNYB185,"126-128 Bastedo Ave, Toronto, ON M4C 3N1",10/17/2017 7:24,17,7,43.68304,-79.3187,10/17/2017 9:15,17,9
997,BNYB185,"126-128 Bastedo Ave, Toronto, ON M4C 3N1",10/17/2017 7:24,17,7,43.68304,-79.3187,10/17/2017 9:15,17,9,BNYB185,"19 Victor Ave, Toronto, ON M4K 1A7",10/17/2017 9:58,17,9,43.66716,-79.35197,10/17/2017 10:24,17,10
998,BNYB185,"19 Victor Ave, Toronto, ON M4K 1A7",10/17/2017 9:58,17,9,43.66716,-79.35197,10/17/2017 10:24,17,10,BNYB185,"160 Hanson St, Toronto, ON M4C 1A6",10/17/2017 10:44,17,10,43.68067,-79.31825,10/17/2017 10:44,17,10
999,BNYB185,"160 Hanson St, Toronto, ON M4C 1A6",10/17/2017 10:44,17,10,43.68067,-79.31825,10/17/2017 10:44,17,10,BNYB185,"469-475 Heath St E, East York, ON M4G 1B7",10/17/2017 11:25,17,11,43.69559,-79.37014,10/17/2017 16:48,17,16
1000,BNYB185,"469-475 Heath St E, East York, ON M4G 1B7",10/17/2017 11:25,17,11,43.69559,-79.37014,10/17/2017 16:48,17,16,BNYB185,"2b Croydon Rd, York, ON M6C 1S7",10/17/2017 17:43,17,17,43.69307,-79.42318,10/17/2017 23:57,17,23
1001,BNYB187,"59 Enroutes St, Toronto, ON M4E 0A6",10/17/2017 0:00,17,0,43.68753,-79.29025,10/17/2017 7:04,17,7,BNYB187,Green P-37 Yorkville Ave (garage),10/17/2017 7:45,17,7,43.67129,-79.38933,10/17/2017 19:44,17,19
1002,BNYB187,Green P-37 Yorkville Ave (garage),10/17/2017 7:45,17,7,43.67129,-79.38933,10/17/2017 19:44,17,19,BNYB187,"185 Balmoral Ave, Toronto, ON M4V 1J8",10/17/2017 20:05,17,20,43.68385,-79.4025,10/17/2017 23:57,17,23
1003,BNYB189,"83 Bain Ave, Toronto, ON M4K",10/17/2017 0:00,17,0,43.6716,-79.34867,10/17/2017 5:49,17,5,BNYB189,"24 Mann Ave, Toronto, ON M4S 2Y3",10/17/2017 6:29,17,6,43.70924,-79.37787,10/17/2017 8:45,17,8
1004,BNYB189,"24 Mann Ave, Toronto, ON M4S 2Y3",10/17/2017 6:29,17,6,43.70924,-79.37787,10/17/2017 8:45,17,8,BNYB189,TargetPark-88 Isabella St (no double parking),10/17/2017 11:40,17,11,43.66878,-79.38136,10/17/2017 16:43,17,16
1005,BNYB189,TargetPark-88 Isabella St (no double parking),10/17/2017 11:40,17,11,43.66878,-79.38136,10/17/2017 16:43,17,16,BNYB189,Impark-47 Richmond St E (dedicated spaces only),10/17/2017 17:38,17,17,43.65218,-79.37617,10/17/2017 18:13,17,18
1006,BNYB189,Impark-47 Richmond St E (dedicated spaces only),10/17/2017 17:38,17,17,43.65218,-79.37617,10/17/2017 18:13,17,18,BNYB189,"1625-1661 Danforth Ave, Toronto, ON M4C 1H7",10/17/2017 18:54,17,18,43.68373,-79.32166,10/17/2017 23:57,17,23
1007,BNYB191,"334 Ryding Ave, Toronto, ON M6N 1H5",10/17/2017 0:35,17,0,43.66826,-79.48211,10/17/2017 7:45,17,7,BNYB191,"182 Mulock Ave, Toronto, ON M6N 3C8",10/17/2017 8:05,17,8,43.67223,-79.46639,10/17/2017 14:42,17,14
1008,BNYB191,"182 Mulock Ave, Toronto, ON M6N 3C8",10/17/2017 8:05,17,8,43.67223,-79.46639,10/17/2017 14:42,17,14,BNYB191,"2 French Ave, York, ON M6N 4A5",10/17/2017 15:17,17,15,43.66751,-79.49115,10/17/2017 16:48,17,16
1009,BNYB191,"2 French Ave, York, ON M6N 4A5",10/17/2017 15:17,17,15,43.66751,-79.49115,10/17/2017 16:48,17,16,BNYB191,"1822 Bloor St W, Toronto, ON M6P 3K6",10/17/2017 18:43,17,18,43.65429,-79.46286,10/17/2017 23:57,17,23
1010,BNYB192,Green P-800 Fleet St(No Double Parking),10/17/2017 0:00,17,0,43.63691,-79.40972,10/17/2017 18:08,17,18,BNYB192,"86 A Waverley Rd, Toronto, ON M4L 3T1",10/17/2017 18:33,17,18,43.66899,-79.30058,10/17/2017 21:46,17,21
1011,BNYB192,"86 A Waverley Rd, Toronto, ON M4L 3T1",10/17/2017 18:33,17,18,43.66899,-79.30058,10/17/2017 21:46,17,21,BNYB192,"1852 A Queen St E, Toronto, ON M4L 1H1",10/17/2017 21:56,17,21,43.66847,-79.30751,10/17/2017 23:57,17,23
1012,BNYB194,"Kay Gardner Beltline Trail, Toronto, ON M4V",10/17/2017 0:00,17,0,43.69597,-79.39929,10/17/2017 5:03,17,5,BNYB194,On street-18 Emily St(extra parking in garage),10/17/2017 5:18,17,5,43.64659,-79.38511,10/17/2017 11:35,17,11
1013,BNYB194,On street-18 Emily St(extra parking in garage),10/17/2017 5:18,17,5,43.64659,-79.38511,10/17/2017 11:35,17,11,BNYB194,"50 Lynn Williams St, Toronto, ON M6K 3R7",10/17/2017 11:50,17,11,43.63912,-79.41553,10/17/2017 17:03,17,17
1014,BNYB194,"50 Lynn Williams St, Toronto, ON M6K 3R7",10/17/2017 11:50,17,11,43.63912,-79.41553,10/17/2017 17:03,17,17,BNYB194,"87 Jameson Ave, Toronto, ON M6K 2W8",10/17/2017 17:18,17,17,43.63476,-79.43462,10/17/2017 21:36,17,21
1015,BNYB194,"87 Jameson Ave, Toronto, ON M6K 2W8",10/17/2017 17:18,17,17,43.63476,-79.43462,10/17/2017 21:36,17,21,BNYB194,"126 Close Ave, Toronto, ON M6K 2V5",10/17/2017 23:37,17,23,43.63786,-79.4349,10/17/2017 23:57,17,23
1016,BNYB200,"1872 Queen St E, Toronto, ON M4L 1H2",10/17/2017 0:00,17,0,43.66869,-79.30641,10/17/2017 6:49,17,6,BNYB200,"40 Rainsford Rd, Toronto, ON M4L 3N4",10/17/2017 6:59,17,6,43.66991,-79.30752,10/17/2017 9:53,17,9
1017,BNYB200,"40 Rainsford Rd, Toronto, ON M4L 3N4",10/17/2017 6:59,17,6,43.66991,-79.30752,10/17/2017 9:53,17,9,BNYB200,Green P-25 Dundas St E(no double parking),10/17/2017 10:24,17,10,43.656,-79.37993,10/17/2017 20:05,17,20
1018,BNYB200,Green P-25 Dundas St E(no double parking),10/17/2017 10:24,17,10,43.656,-79.37993,10/17/2017 20:05,17,20,BNYB200,Green P-10 Portland St(No Double Parking),10/17/2017 20:56,17,20,43.64164,-79.39916,10/17/2017 22:21,17,22
1019,BNYB200,Green P-10 Portland St(No Double Parking),10/17/2017 20:56,17,20,43.64164,-79.39916,10/17/2017 22:21,17,22,BNYB200,"681 Craven Rd, Toronto, ON M4L 2Z7",10/17/2017 22:47,17,22,43.67488,-79.32221,10/17/2017 23:57,17,23
1020,BNYB207,"202 Glebemount Ave, East York, ON M4C 3T1",10/17/2017 0:00,17,0,43.69178,-79.32083,10/17/2017 9:05,17,9,BNYB207,"130 Lamb Ave, Toronto, ON M4J 4M6",10/17/2017 9:25,17,9,43.68109,-79.32897,10/17/2017 12:46,17,12
1021,BNYB207,"130 Lamb Ave, Toronto, ON M4J 4M6",10/17/2017 9:25,17,9,43.68109,-79.32897,10/17/2017 12:46,17,12,BNYB207,"235 Strathmore Blvd, Toronto, ON M4J 1P7",10/17/2017 15:12,17,15,43.68293,-79.32959,10/17/2017 16:28,17,16
1022,BNYB207,"235 Strathmore Blvd, Toronto, ON M4J 1P7",10/17/2017 15:12,17,15,43.68293,-79.32959,10/17/2017 16:28,17,16,BNYB207,"100 Woodfield Rd, Toronto, ON M4L 2W6",10/17/2017 17:13,17,17,43.6669,-79.32197,10/17/2017 17:58,17,17
1023,BNYB207,"100 Woodfield Rd, Toronto, ON M4L 2W6",10/17/2017 17:13,17,17,43.6669,-79.32197,10/17/2017 17:58,17,17,BNYB207,Green P-25 Dundas St E(no double parking),10/17/2017 19:09,17,19,43.656,-79.37993,10/17/2017 19:09,17,19
1024,BNYB207,Green P-25 Dundas St E(no double parking),10/17/2017 19:09,17,19,43.656,-79.37993,10/17/2017 19:09,17,19,BNYB207,"Thompson St, Toronto, ON M4M",10/17/2017 20:20,17,20,43.65953,-79.35053,10/17/2017 21:11,17,21
1025,BNYB207,"Thompson St, Toronto, ON M4M",10/17/2017 20:20,17,20,43.65953,-79.35053,10/17/2017 21:11,17,21,BNYB207,"28 Pearson Ave, Toronto, ON M6R 1G1",10/17/2017 22:36,17,22,43.64333,-79.44046,10/17/2017 23:12,17,23
1026,BNYB207,"28 Pearson Ave, Toronto, ON M6R 1G1",10/17/2017 22:36,17,22,43.64333,-79.44046,10/17/2017 23:12,17,23,BNYB207,"1516 Queen St W, Toronto, ON M6R 1A4",10/17/2017 23:17,17,23,43.64022,-79.43864,10/17/2017 23:57,17,23
1027,BNYB208,"1333 Queen St E, Toronto, ON M4L 1C6",10/17/2017 0:00,17,0,43.66403,-79.32672,10/17/2017 7:40,17,7,BNYB208,"24 Hiltz Ave, Toronto, ON M4L 2N5",10/17/2017 7:45,17,7,43.66483,-79.32655,10/17/2017 8:05,17,8
1028,BNYB208,"24 Hiltz Ave, Toronto, ON M4L 2N5",10/17/2017 7:45,17,7,43.66483,-79.32655,10/17/2017 8:05,17,8,BNYB208,"86 Leuty Ave, Toronto, ON M4E 2R4",10/17/2017 8:25,17,8,43.66985,-79.29697,10/17/2017 9:15,17,9
